"Location","String Value"
"800035e4","Metrowerks Target Resident Kernel for PowerPC"
"801f0dc0","MESGbmg1"
"801f0de0","INF1"
"801f0e20","DAT1"
"801f0e29","ディスクを読み込んでいます。"
"801f0e46","ディスクカバーが開いています。
ゲームを続ける場合は
ディスクカバーを閉めてください。"
"801f0e9b","「ゼルダの伝説〜４つの剣＋〜」の
ディスクをセットしてください。"
"801f0edb","「ゼルダの伝説〜４つの剣＋〜」の
ディスクをセットしてください。"
"801f0f1b","ディスクを読めませんでした。
くわしくは、本体の取扱説明書をお読みください。"
"801f0f67","エラーが発生しました。
本体のパワーボタンを押して電源をOFFにし
本体の取扱説明書の指示に従ってください。"
"8026d3b4","vc_npc/vc_npc_4060.dsp"
"8026d3cc","vc_npc/vc_npc_4061.dsp"
"8026d3e4","vc_npc/vc_npc_4062.dsp"
"8026d3fc","vc_npc/vc_npc_4063.dsp"
"8026d414","vc_npc/vc_npc_4064.dsp"
"8026d42c","vc_npc/vc_npc_4065.dsp"
"8026d444","vc_npc/vc_npc_4066.dsp"
"8026d45c","vc_npc/vc_npc_4067.dsp"
"8026d474","vc_npc/vc_npc_4068.dsp"
"8026d48c","vc_npc/vc_npc_4069.dsp"
"8026d4a4","vc_npc/vc_npc_4070.dsp"
"8027d2e0","tetora/audio/bgm/"
"8027d300","tetora/audio/voice/"
"8027d320","tetora/audio/se/"
"8027d34f","
mrvsndInit
"
"8027d35c","mrvsndInitEnd
"
"8027d36c","%s address error!!(addr=%08X)
"
"8027d38c","mrvsndTimeSeqStart:!!Err!! Time Order Reverse.(%d \, %d )
"
"8027d3f0","next %s %s %d
"
"8027d40c","mrvsndUnit: !!Err!! Source Wait error
"
"8027d444","%2d : %d %s %4d %3d 
"
"8027d45c","Stream can't alloc buffer
"
"8027d478","StreamAllocEx Failed.
"
"8027d490","VoiceOver
"
"8027d49c","strmChnInit:CHN"
"8027d4ac","strmChnStart:CHN"
"8027d4c0","strmChnStart:DSP"
"8027d4d4","sample rate too high
"
"8027d4ec","strmChnChange:CHN"
"8027d500","strmChnStop:CHN"
"8027d510","strmChnIsPlay:CHN"
"8027d524","strmStreamData:!!ERR!! remain_update < 0 
"
"8027d550","StreamUpdateSize too big
"
"8027d56c","strm_get_frq:DSP"
"8027d580","SourceAlloc: !!Err!! Owner Max(un_id=%d)
"
"8027d5ac","SourceAlloc: !!Err!! DVDOpen Failed( fname = %s )
"
"8027d5e0","SourceAlloc: !!Err!! MAlloc failed.
"
"8027d608","SourceAlloc: !!Err!! DVDRead Failed( fname = %s )
"
"8027d63c","SourceAlloc: !!Err!! Chn Over
"
"8027d65c","src_dvd_call_back: !!Err!! Can't Close File(fileInfo = %08x)
"
"8027d69c","src_dvd_call_back:!!Err!!(result=%d)
"
"8027d6c4","src_dvd_call_back:!!Err!! No Chn 
"
"8027d6e8","Free"
"8027d6ed","Read"
"8027d6f2","Pend"
"8027d6f7","Ok  "
"8027d6fc","%2d : %s %3d %s (%s)
"
"8027d714","mrvsnd: !!Err!! OSAlloc
"
"8027d730","sndAllocList: list num over ! (%d\,%d)
"
"8027d758","sndAllocList: 0x%08x is not in list !
"
"8027d780","mrvSnd Huka SW"
"8027d790","mrvsndDebugHuka: !! Err !! Nest error
"
"8027ea6c","d_drawlist.cpp"
"8027ea7c","texture != 0"
"8027ea8c","mModelNum"
"8027ea98","mModelNum < MODEL_MAX"
"8027eb4c","tex < IMAGE_MAX"
"8027eb5c","dDlst_alphaInvVolPacket"
"8027eb74","J3DPacket"
"8027eba0","dDlst_alphaVolPacket"
"8027ebd8","dDlst_alphaModelPacket"
"8027ec10","dDlst_effectLine_c"
"8027ec24","dDlst_base_c"
"8027ec50","dDlst_2D_c"
"8027ec88","dDlst_2DMt_c"
"8027ecb4","dDlst_2Dm_c"
"8027ecdc","dDlst_2DM_c"
"8027ed04","dDlst_2DT2_c"
"8027ed30","dDlst_2DT_c"
"8027ed58","dDlst_2DPoint_c"
"8027ed84","dDlst_2DTri_c"
"8027edaf","4%s%s.arc"
"8027edbc","kage_test"
"8027edc8","d_resorce.cpp"
"8027edd8","mRes == 0"
"8027ede4","<%s.arc> setRes: res pointer buffer nothing !!
"
"8027ee14","<%s> res == NULL !!
"
"8027ee2c","fileIndex < countFile"
"8027ee44","<%s.arc> setRes: archive mount error !!
"
"8027ee70","mDataHeap != 0"
"8027ee80","<%s.arc> mDMCommandsetRes: can't alloc memory
"
"8027eeb0","%5.1f %5x %5.1f %5x %3d %s
"
"8027eecc","dRes_info_c::dump %08x %d
"
"8027eee8","No Command  Archive  ArcHeader(size) SolidHeap(size) Resource Count ArchiveName
"
"8027ef3c","%2d %08x %08x %08x(%5x) %08x(%5x) %08x %3d   %s
"
"8027ef70","No ArchiveSize(KB) SolidHeapSize(KB) Cnt ArchiveName
"
"8027efa8","%2d %6.1f %6x %6.1f %6x %3d %s
"
"8027efc8","----------------------------------------------
   %6.1f %6x %6.1f %6x   Total

"
"8027f018","<%s.arc> dRes_control_c::setRes: 空きリソース情報ポインタがありません
"
"8027f060","<%s.arc> dRes_control_c::setRes: res info set error !!
"
"8027f098","<%s.arc> syncRes: リソース未登録!!
"
"8027f0bc","<%s.arc> deleteRes: res nothing !!
"
"8027f0df","(未登録のリソースを削除してるのを発見しました！修正してください。)
"
"8027f124","<%s.arc> getRes: res nothing !!
"
"8027f148","<%s.arc> getRes: res during reading !!
"
"8027f170","<%s.arc> getRes: res index over !! index=%d count=%d
"
"8027f1a8","
dRes_control_c::dump mObjectInfo
"
"8027f1cc","
dRes_control_c::dump mStageInfo
"
"8027f1f0","J3DTexNoAnm"
"8027f208","J3DAnmBase"
"8027f224","J3DAnmTransform"
"8027f254","mDoExt_transAnmBas"
"8027f268","J3DAnmTransformKey"
"8027f2d8","dMat_MaterialAnm"
"8027f2ec","J3DMaterialAnm"
"8027f330","P1_AMI       "
"8027f340","P1_ASABUKURO "
"8027f350","P1_DARIN     "
"8027f360","P1_SAME      "
"8027f370","P1_TARU      "
"8027f380","P1_YARI      "
"8027f390","P2_CUSHIONS  "
"8027f3a0","P2_DAI       "
"8027f3b0","P2_KAGO      "
"8027f3c0","P2_KOTUBO    "
"8027f3d0","P2_NUNO      "
"8027f3e0","P2_TUBO_A    "
"8027f3f0","P2_TUBO_B    "
"8027f400","P2_TUBO_SHIKI"
"8027f410","P3_DONBURI   "
"8027f420","P3_HAKO      "
"8027f430","P3_ISU       "
"8027f440","P3_KENS      "
"8027f450","P3_KUKIANA   "
"8027f460","P3_KUMONOSU  "
"8027f470","P3_TAIHOU    "
"8027f480","P3_TAKARABAKO"
"8027f490","P4_KAGU      "
"8027f4a0","P4_YUKA      "
"8027f4b0","P4_YUKA_B    "
"8027f4c0","P4_YUKA_C    "
"8027f4d0","P4_YUKA_D    "
"8027f4e0","P4_KZ_HO_A   "
"8027f4f0","P4_KZ_HO_B   "
"8027f5e7","@d_a_obj_tools.cpp"
"8027f5fc","a_modelData != 0"
"8027f610","m_model != 0"
"8027f620","m_bckAnm != 0"
"8027f630","a_bck != 0"
"8027f6a4","mDoExt_bckAnm"
"8027f6b4","mDoExt_baseAnm"
"8027f6e8","daOTls_HIO_c"
"8027f6f8","JORReflexible"
"8027f720","daOTls_childHIO_c"
"8027f768","link_green.bck"
"8027f778","link_red.bck"
"8027f788","link_blue.bck"
"8027f798","link_purple.bck"
"8027f7b8","link_green.btk"
"8027f7c8","link_red.btk"
"8027f7d8","link_blue.btk"
"8027f7e8","link_purple.btk"
"8027f808","link_green.btp"
"8027f818","link_red.btp"
"8027f828","link_blue.btp"
"8027f838","link_purple.btp"
"8027f858","links3tc_green.bti"
"8027f86c","links3tc_red.bti"
"8027f880","links3tc_blue.bti"
"8027f894","links3tc_purple.bti"
"8027f8b8","trackers_demo"
"8027f8c8","link.bmd"
"8027f8d4","d_a_demo_link.cpp"
"8027f8e8","m_link_modelData != 0"
"8027f900","m_link_model[i] != 0"
"8027f918","a_bck != 0"
"8027f924","a_btk != 0"
"8027f930","a_btp != 0"
"8027f93c","m_link_bti[i] != 0"
"8027f950","LhandA(2)"
"8027f95c","Lfoot_jnt"
"8027f968","m_link_joint_footL >= 0"
"8027f980","Rfoot_jnt"
"8027f98c","m_link_joint_footR >= 0"
"8027f9a4","tetora.bmd"
"8027f9b0","a_modelData != 0"
"8027f9c4","m_tetora_model != 0"
"8027f9d8","tetora.bck"
"8027f9e4","tetora.btk"
"8027f9f0","tetora.btp"
"8027f9fc","m_p1b_model != 0"
"8027fa10","m_p1c_model != 0"
"8027fa24","p2_2.bmd"
"8027fa30","m_p2_2_model != 0"
"8027fa44","p2_2.bck"
"8027fa50","m_p2_2_joint_waist >= 0"
"8027fa68","p2_3.bmd"
"8027fa74","m_p2_3_model != 0"
"8027fa88","p2_3.bck"
"8027fa94","shadow.bmd"
"8027faa0","m_shadow_model != 0"
"8027fab4","shadow.bck"
"8027fb1c","mDoExt_btpAnm"
"8027fb2c","mDoExt_baseAnm"
"8027fb54","mDoExt_btkAnm"
"8027fb7c","mDoExt_bckAnm"
"8027fbb0","daDLk_childHIO_c"
"8027fbc4","JORReflexible"
"8027fc7c","mDoExt_baseAnm"
"8027fc8c","mDoExt_bpkAnm"
"8027fcb4","mDoExt_brkAnm"
"8027fcf8","d_a_marker.cpp"
"8027fd08","a_modelData != 0"
"8027fd1c","m_model != 0"
"8027fda0","mDoExt_bvaAnm"
"8027fdb0","mDoExt_baseAnm"
"8027fdf0","JORReflexible"
"8027fe18","daMkr_childHIO_c"
"8027fe60","d_a_kamome.cpp"
"8027fe70","a_modelData != 0"
"8027fe84","m_anm != 0"
"8027fe90","m_anm->getModel() != 0"
"8027ff44","daKam_childHIO_c"
"8027ff58","JORReflexible"
"8027ff80","daKam_HIO_c"
"80280014","d_a_monitor.cpp"
"80280024","a_modelData != 0"
"80280038","m_anm != 0"
"80280044","m_anm->getModel() != 0"
"8028005c","m_countDownModel != 0"
"80280074","a_btp != 0"
"80280198","mDoExt_btpAnm"
"802801a8","mDoExt_baseAnm"
"802801dc","daMntr_HIO_c"
"802801ec","JORReflexible"
"80280248","roulette2"
"80280307","\"d_a_obj_roulette.cpp"
"80280320","modelData != 0"
"80280330","mAnm[i] != 0"
"80280340","mAnm[i]->getModel() != 0"
"8028035c","brk != 0"
"80280368","mTex != 0"
"80280578","mDoExt_btpAnm"
"80280588","mDoExt_baseAnm"
"802805b0","mDoExt_brkAnm"
"802805e4","daORlt_HIO_c"
"802805f4","JORReflexible"
"80280638","d_a_obj_pirateship.cpp"
"80280650","a_modelData != 0"
"80280664","m_model != 0"
"80280674","a_btk != 0"
"80280680","m_shadowModel != 0"
"802806f0","mDoExt_btkAnm"
"80280700","mDoExt_baseAnm"
"80280734","daOPShip_childHIO_c"
"80280748","JORReflexible"
"80280788","stamp_%02d.bti"
"80280798","stamp_100.bti"
"802807a8","it_tinkleStamp01_00.bti"
"802807c0","it_tinkleStamp100_00.bti"
"802807dc","stamper.bti"
"80280878","mDoExt_btpAnm"
"80280888","mDoExt_baseAnm"
"802808b0","mDoExt_brkAnm"
"802808e4","daDStmp_HIO_c"
"802808f4","JORReflexible"
"80280920","d_npc.cpp"
"8028092c","modelData != 0"
"8028093c","m_ishiAnm != 0"
"8028094c","m_ishiAnm->getModel() != 0"
"80280968","m_ishiLightAnm != 0"
"8028097c","m_ishiLightAnm->getModel() != 0"
"8028099c","m_ishiKageAnm != 0"
"802809b0","m_ishiKageAnm->getModel() != 0"
"80280ac0","a_brk != 0"
"80280acc","a_bpk != 0"
"80280ad8","a_btk != 0"
"80280cc4","daKy_HIO_c"
"80280cd0","JORReflexible"
"80280d10","vr_sky.bdl"
"80280d1c","d_a_vrbox.cpp"
"80280d2c","modelData != 0"
"80280da8","vr_back_cloud.bdl"
"80280dbc","d_a_vrbox2.cpp"
"80280dcc","modelData != 0"
"80280ddc","vr_kasumi_mae.bdl"
"80280df0","vr_uso_umi.bdl"
"80280e68","d_a_ball.cpp"
"80280e78","a_modelData != 0"
"80280e8c","m_model != 0"
"80280f10","mDoExt_bvaAnm"
"80280f20","mDoExt_baseAnm"
"80280f54","daBall_childHIO_c"
"80280f68","JORReflexible"
"80280fa8","d_a_tubo.cpp"
"80280fb8","a_modelData != 0"
"80280fcc","m_model != 0"
"80281050","mDoExt_bvaAnm"
"80281060","mDoExt_baseAnm"
"80281094","daTubo_childHIO_c"
"802810a8","JORReflexible"
"802810e8","d_a_npc_tc.cpp"
"802810f8","a_modelData != 0"
"8028110c","mAnm != 0"
"80281118","mAnm->getModel() != 0"
"80281130","backbone"
"8028113c","m_joint_backbone >= 0"
"80281154","m_joint_head >= 0"
"80281168","mEye != 0"
"80281174","mBalloonAnm != 0"
"80281188","mBalloonAnm->getModel() != 0"
"802811a8","m_item != 0"
"802811b4","a_btk != 0"
"80281368","mDoExt_btkAnm"
"80281378","mDoExt_baseAnm"
"802813a0","mDoExt_btpAnm"
"802813d4","daNpcTc_HIO_c"
"802813e4","JORReflexible"
"8028148c","d_a_npc_ship.cpp"
"802814a0","modelData != 0"
"802814b0","mAnm != 0"
"802814bc","mAnm->getModel() != 0"
"802814d4","j_fn_kubi1"
"802814e0","mJoint.getHeadJntNum() >= 0"
"802814fc","j_fn_kubi6"
"80281508","m_item_joint_no >= 0"
"80281520","j_fn_ago1"
"8028152c","j_fn_ago2"
"80281538","m_joint_ago2 >= 0"
"8028154c","j_fn_main1"
"80281558","m_joint_main1 >= 0"
"8028156c","a_brk != 0"
"80281578","a_btk != 0"
"80281848","mDoExt_btkAnm"
"80281858","mDoExt_baseAnm"
"80281880","mDoExt_bpkAnm"
"802818a8","mDoExt_brkAnm"
"802818dc","dJnt_HIO_c"
"802818e8","JORReflexible"
"80281910","daNpcSh_HIO_c"
"802819e4","d_a_npc_kg.cpp"
"802819f4","modelData != 0"
"80281a04","mAnm != 0"
"80281a10","mAnm->getModel() != 0"
"80281a28","mJoint.getHeadJntNum() >= 0"
"80281a44","mJoint.getBackboneJntNum() >= 0"
"80281a64","mJointNoHandR >= 0"
"80281a78","mJointNoHandL >= 0"
"80281a8c","m_head_joint >= 0"
"80281aa0","modelDataEye != 0"
"80281ab4","mModelEye != 0"
"80281ac4","SC_eye_R"
"80281ad0","SC_eye_L"
"80281adc","mJointNoEye >= 0"
"80281af0","m_deskModel != 0"
"80281b04","m_plateModel != 0"
"80281b18","m_boxAnm != 0"
"80281b28","m_boxAnm->getModel() != 0"
"80281b44","m_ballAnm != 0"
"80281b54","m_ballAnm->getModel() != 0"
"80281c28","mTexPatn != 0"
"80281ca4","mTexPatnEye != 0"
"80281cb8"," !\"#$%&'"
"80281d34","a_btk != 0"
"80282038","mDoExt_bvaAnm"
"80282048","mDoExt_baseAnm"
"80282070","mDoExt_btpAnm"
"80282098","mDoExt_btkAnm"
"802820c0","mDoExt_bpkAnm"
"802820e8","mDoExt_brkAnm"
"80282128","JORReflexible"
"80282150","daNpcKg_HIO_c"
"80282177"," daNpcKg_eye_HIO_c"
"80282248","d_a_npc_yw.cpp"
"80282258","modelData != 0"
"80282268","mAnm != 0"
"80282274","mAnm->getModel() != 0"
"8028228c","mJoint.getHeadJntNum() >= 0"
"802822a8","backbone"
"802822b4","mJoint.getBackboneJntNum() >= 0"
"802822d4","mJointNoHandR >= 0"
"802822e8","mJointNoHandL >= 0"
"802822fc","m_head_joint >= 0"
"80282310","modelDataEye != 0"
"80282324","mModelEye != 0"
"80282334","SC_eye_R"
"80282340","SC_eye_L"
"8028234c","mJointNoEye >= 0"
"80282360","modelDataMayu != 0"
"80282374","mModelMayu != 0"
"80282384","m_tuboAnm != 0"
"80282394","m_tuboAnm->getModel() != 0"
"802824c4","mTexPatn != 0"
"802825b8","mTexPatnEye != 0"
"802826c8","mTexPatnMayu != 0"
"802826dc","501234678:;<=>9"
"802827bc","a_btk != 0"
"80282eb4","mDoExt_bvaAnm"
"80282ec4","mDoExt_baseAnm"
"80282eec","mDoExt_btpAnm"
"80282f14","mDoExt_btkAnm"
"80282f3c","mDoExt_bpkAnm"
"80282f64","mDoExt_brkAnm"
"80282fa4","JORReflexible"
"80282fcc","daNpcYw_HIO_c"
"80282ff4","daNpcYw_eye_HIO_c"
"802830c8","d_a_tetora.cpp"
"802830d8","modelData != 0"
"802830e8","mAnm != 0"
"802830f4","mAnm->getModel() != 0"
"8028310c","mJoint.getHeadJntNum() >= 0"
"80283128","mJoint.getBackboneJntNum() >= 0"
"80283148","zl_hand_r"
"80283154","mJointNoHandR >= 0"
"80283168","zl_hand_l"
"80283174","mJointNoHandL >= 0"
"80283188","m_head_joint >= 0"
"8028319c","mJointNoFootR >= 0"
"802831b0","mJointNoFootL >= 0"
"802831c4","modelDataEye != 0"
"802831d8","mModelEye != 0"
"802831e8","mJointNoEye >= 0"
"802831fc","modelDataMayu != 0"
"80283210","mModelMayu != 0"
"802832ec","mTexPatn != 0"
"80283398","mTexPatnEye != 0"
"8028343c","mTexPatnMayu != 0"
"80283450","634275=;8:@<?9>"
"8028353c","a_btk != 0"
"80283548","a_brk != 0"
"802839c0","mDoExt_bvaAnm"
"802839d0","mDoExt_baseAnm"
"802839f8","mDoExt_btpAnm"
"80283a20","mDoExt_btkAnm"
"80283a48","mDoExt_bpkAnm"
"80283a70","mDoExt_brkAnm"
"80283ab0","JORReflexible"
"80283ad8","daTtr_HIO_c"
"80283afc","daTtr_eye_HIO_c"
"80283b28","3d_mini_game"
"80283b38","d_a_mini_game1.cpp"
"80283b4c","modelData != 0"
"80283b5c","mModelCard[i] != 0"
"80283b70","mTexCard[i] != 0"
"80283be4","mDoExt_btpAnm"
"80283bf4","mDoExt_baseAnm"
"80283c1c","mDoExt_brkAnm"
"80283c50","daMg1_HIO_c"
"80283c5c","JORReflexible"
"80283c88","/tetora/res/Object/"
"80283cac","trackers_demo"
"80283d1c","d_ButtonIcon_c"
"80283d5c","d_s_start.cpp"
"80283d6c","m_wait_image != 0"
"80283d80","/tetora/res/Object/"
"80283d94","/tetora/res/Particle/trackers_particle00.jpc"
"80283dd0","toonImage != 0"
"80283e34","dDlst_base_c"
"80283e58","/tetora/res/Menu/Menu1.dat"
"80283e74","d_s_menu.cpp"
"80283e84","mCommand != 0"
"80283e94","/tetora/res/Menu/kanfont_fix16.bfn"
"80283eb8","mFontCommand != 0"
"80283ecc","mInfo != 0"
"80283ed8","l_groupPoint != 0"
"80283f8c","myFontClass"
"80283f98","JUTResFont"
"80284088","d_s_play.cpp"
"80284098","dComIfGp_getExpHeap2D() != 0"
"80284488","SOUND TEST"
"80284494","A BUTTON : SOUND START"
"802844ac","B BUTTON : SOUND STOP"
"802844c4","Z BUTTON : MODE CHANGE"
"802844dc","LR START : BACK TO MENU"
"80284500","%c No     :%d %s"
"80284514","          %d:%d:%d(%d) [%d]"
"80284530","%c No     :%d %s LOOP"
"80284548","          LOOP"
"80284558","%c Tbl    :%d"
"80284568","%c Chn    :%d"
"80284578","%c 2ChnOfs:%d"
"80284588","%c Hokan  :%d"
"80284598","%c Name   :%d"
"802845a8","%c Yuukou :%s"
"802845b8","%c MixMode:%s"
"802846f0","%c Moji1:%s"
"802846fc","%c Moji2:%s"
"80284708","%c No   :%d"
"80284714","%c CHR  :%s"
"80284828","m_2_shikinuno_v"
"80284838","m_2_shikinuno_mat_v"
"8028484c","m_yuka_chatubo_v(2)"
"80284860","m_yuka_saruba_v(2)"
"80284874","m_4_juutan_v"
"80284884","m_yuka_tetra_v(2)"
"802848b0","d_a_studio.cpp"
"802848c0","modelData != 0"
"802848d0","m_seaModel != 0"
"802848e0","m_anm != 0"
"802848ec","m_anm->getModel() != 0"
"80284904","m_simaBaseModel != 0"
"8028491c","m_ikeModel != 0"
"8028492c","m_ameModel[i] != 0"
"80284940","スタジオ"
"8028494c","a_btk != 0"
"802849a8","mDoExt_btkAnm"
"802849b8","mDoExt_baseAnm"
"802849ec","daStd_HIO_c"
"802849f8","JORReflexible"
"80284a38","d_a_shima.cpp"
"80284a48","a_modelData != 0"
"80284a5c","m_simaModel != 0"
"80284a70","m_ike2Model != 0"
"80284a84","a_btk != 0"
"80284aec","mDoExt_btkAnm"
"80284afc","mDoExt_baseAnm"
"80284b30","daShima_HIO_c"
"80284b40","JORReflexible"
"80284b80","d_a_screen.cpp"
"80284b90","modelData != 0"
"80284ba0","mModel != 0"
"80284bac","mJointNo[i] >= 0"
"80284bc0","スクリーン"
"80284c70","daScr_HIO_c"
"80284c7c","JORReflexible"
"802853d0","it_map0_00.bti"
"802853e0","it_map1_00.bti"
"802853f0","it_map2_00.bti"
"80285400","it_map3_00.bti"
"80285410","it_map4_00.bti"
"80285420","it_map5_00.bti"
"80285430","it_map6_00.bti"
"80285440","it_map7_00.bti"
"80285450","it_map8_00.bti"
"80285460","it_map9_00.bti"
"80285470","it_map10_00.bti"
"80285480","it_map11_00.bti"
"802854c0","it_bugNum0_00.bti"
"802854d4","it_bugNum1_00.bti"
"802854e8","it_bugNum2_00.bti"
"802854fc","it_bugNum3_00.bti"
"80285510","it_bugNum4_00.bti"
"80285524","it_bugNum5_00.bti"
"80285538","it_bugNum6_00.bti"
"8028554c","it_bugNum7_00.bti"
"80285560","it_bugNum8_00.bti"
"80285574","it_bugNum9_00.bti"
"80285588","it_bugNum10_00.bti"
"8028559c","it_bugNum11_00.bti"
"802855b0","it_bugNum12_00.bti"
"802855f8","count_num_0.bti"
"80285608","count_num_1.bti"
"80285618","count_num_2.bti"
"80285628","count_num_3.bti"
"80285638","count_num_4.bti"
"80285648","count_num_5.bti"
"80285658","count_num_6.bti"
"80285668","count_num_7.bti"
"80285678","count_num_8.bti"
"80285688","count_num_9.bti"
"802856c0","it_takara_00.bti"
"802856d4","it_takara_01.bti"
"8028571c","it_jyunbiOk_00.bti"
"80285730","it_inputFont_00.bti"
"80285744","it_linkG_00.bti"
"80285754","it_linkR_00.bti"
"80285764","it_linkB_00.bti"
"80285774","it_linkP_00.bti"
"80285794","it_holeG_00.bti"
"802857a4","it_holeR_00.bti"
"802857b4","it_holeB_00.bti"
"802857c4","it_holeP_00.bti"
"802857e4","it_potG_00.bti"
"802857f4","it_potR_00.bti"
"80285804","it_potB_00.bti"
"80285814","it_potP_00.bti"
"80285834","it_lankFont1_00.bti"
"80285848","it_lankFont2_00.bti"
"8028585c","it_lankFont3_00.bti"
"80285870","it_lankFont4_00.bti"
"80285894","it_seneka_00.bti"
"802858a8","it_zuko_00.bti"
"802858b8","it_najji_00.bti"
"802858c8","it_mokko_00.bti"
"802858d8","it_nico_00.bti"
"802858e8","it_ariru_00.bti"
"802858f8","it_obachan_00.bti"
"8028590c","it_akashachi_00.bti"
"80285920","it_aoji_00.bti"
"80285930","it_rose_00.bti"
"80285940","it_medori_00.bti"
"80285954","it_odori_00.bti"
"80285964","it_oyakata_00.bti"
"80285978","it_komori_00.bti"
"8028598c","it_byte_00.bti"
"8028599c","it_makore_00.bti"
"802859b0","it_barch_00.bti"
"802859c0","it_niyato_00.bti"
"802859d4","it_seruti_00.bti"
"802859e8","it_ramin_00.bti"
"80285a54","d_a_studio2d.cpp"
"80285a68","stdo2d.screen != 0"
"80285a7c","window.blo"
"80285a88","time.brk"
"80285a94","brk != 0"
"80285aa0","fire.brk"
"80285aac","window.bck"
"80285ab8","window.bpk"
"80285ac4","bpk != 0"
"80285ad0","map_icon.blo"
"80285ae0","link.bpk"
"80285aec","link_under.bpk"
"80285afc","bpk2 != 0"
"80285b08","mant.brk"
"80285b14","baloon.bck"
"80285b20","baloon.bpk"
"80285b2c","warp.bpk"
"80285b38","fairy.bck"
"80285b44","clear.bpk"
"80285b50","mask.bpk"
"80285b5c","map_iconjisin.bpk"
"80285b70","map_iconjisin.btk"
"80285b84","stamp_%02d.bti"
"80285b94","stamper.bti"
"80286207","pit_tinkleG_00.bti"
"80286228","it_hukidasiOK_00.bti"
"80286240","it_playFont_00.bti"
"802863d4","it_noControler_00.bti"
"802863ec","it_noPlayerFont_00.bti"
"80286404","it_tinkleStamp01_00.bti"
"8028641c","it_hatenaB_00.bti"
"80286430","it_bonusFontW_00.bti"
"80286448","it_next_00.bti"
"80286458","it_potBase_00.bti"
"802868f4","dDlst_STDO2DMAP_c"
"80286918","dDlst_STDO2D_c"
"80286937","ddEvent_Tpon_c"
"80286953","ldEvent_Quiz_c"
"80286970","dEvent_Bingo_c"
"8028698c","d_GbaError_c"
"802869a7","ld_MnStart_c"
"802869c0","d_NaviSelect_c"
"802869dc","d_BkMode_c"
"802869f4","J2DAnmTransform"
"80286a04","J2DAnmBase"
"80286a40","JUTNameTab"
"80286a6f","Ld_FileSelect_c"
"80286a8c","d_Inform_c"
"80286aa4","d_Connect_c"
"80286abb","`d_ButtonIcon_c"
"80286ad8","d_FileSave_c"
"80286af4","d_NaviCdRes_c"
"80286b10","d_SfRoll_c"
"80286b28","d_FileError_c"
"80286b44","d_Terop_c"
"80286b5c","dDlst_base_c"
"80286b7c","daStdo2d_HIO_c"
"80286b8c","JORReflexible"
"80286c18","d_connect.cpp"
"80286c28","mConn.screen != 0"
"80286c3c","connect.blo"
"80286c48","connect.bck"
"80286d14","dDlst_CONNECT_c"
"80286d34","dDlst_base_c"
"80286d54","J2DAnmBase"
"80286d70","J2DAnmTransform"
"80286da0","dConn_HIO_c"
"80286dac","JORReflexible"
"80286e24","d_fileSelect.cpp"
"80286e38","fsel.screen != 0"
"80286e4c","data_select.blo"
"80287264","はじめから"
"80287270","こわれています"
"80287280","コース%dまで"
"80287290","%d.%02d.%02d %02d:%02d:%02d"
"802872c1","hanko03"
"802872c9","hanko04"
"802872d1","hanko05"
"802872d9","hanko06"
"802872e1","hanko07"
"802872e9","hanko08"
"802872f1","hanko09"
"802872f9","hanko10"
"80287301","hanko11"
"80287309","hanko12it_stampD_100.bti"
"80287324","it_hanko_01.bti"
"80287334","dDlst_FILESEL_c"
"80287353","LdDlst_base_c"
"80287374","dFsel_HIO_c"
"80287380","JORReflexible"
"802873a8","it_kakudaiMap0_00.bti"
"802873c0","it_kakudaiMap1_00.bti"
"802873d8","it_kakudaiMap2_00.bti"
"802873f0","it_kakudaiMap3_00.bti"
"80287408","it_kakudaiMap4_00.bti"
"80287420","it_kakudaiMap5_00.bti"
"80287438","it_kakudaiMap6_00.bti"
"80287450","it_kakudaiMap7_00.bti"
"80287468","it_kakudaiMap8_00.bti"
"80287480","it_kakudaiMap9_00.bti"
"80287498","it_kakudaiMap10_00.bti"
"802874b0","it_kakudaiMap11_00.bti"
"8028755f","_d_courseSelect.cpp"
"80287574","mCsel.screen != 0"
"80287588","corse_select.blo"
"8028759c","bpk != 0"
"802875a8","cursol.bva"
"802875b4","bva != 0"
"802875c0","it_hatenaB_00.bti"
"802877e4","it_chanceGoods_01.bti"
"802877fc","it_chanceGoodsShadow_00.bti"
"80287818","%sと対戦"
"80287824","　　と対戦"
"80287830","%d人で対戦"
"8028783c","stamper.bti"
"80287848","stamp_100.bti"
"80287871","swaku04dDlst_CSEL_c"
"80287898","dDlst_base_c"
"802878b8","JUTNameTab"
"802878d0","J2DAnmBase"
"802878ec","J2DAnmVisibilityFull"
"80287920","dsCsel_HIO_c"
"80287930","JORReflexible"
"80287970","ナビゲーター選択"
"80287984","d_naviSelect.cpp"
"80287998","nsel.screen != 0"
"802879ac","navi_select.blo"
"802879bc","cursol.bva"
"802879c8","bva != 0"
"802879d4","zoom.bck"
"802879e0","mBckNaviAnm[0] != 0"
"802879f4","bpk != 0"
"80287acc","dDlst_NAVISEL_c"
"80287aec","dDlst_base_c"
"80287b0c","J2DAnmVisibilityFull"
"80287b24","J2DAnmBase"
"80287b4c","J2DAnmTransform"
"80287b8c","JUTNameTab"
"80287ba4","dNsel_HIO_c"
"80287bb0","JORReflexible"
"80287bd8","ナビカード"
