"Location","String Value"
"800035e4","Metrowerks Target Resident Kernel for PowerPC"
"801f0dc0","MESGbmg1"
"801f0de0","INF1"
"801f0e20","DAT1"
"801f0e29","ディスクを読み込んでいます。"
"801f0e46","ディスクカバーが開いています。
ゲームを続ける場合は
ディスクカバーを閉めてください。"
"801f0e9b","「ゼルダの伝説〜４つの剣＋〜」の
ディスクをセットしてください。"
"801f0edb","「ゼルダの伝説〜４つの剣＋〜」の
ディスクをセットしてください。"
"801f0f1b","ディスクを読めませんでした。
くわしくは、本体の取扱説明書をお読みください。"
"801f0f67","エラーが発生しました。
本体のパワーボタンを押して電源をOFFにし
本体の取扱説明書の指示に従ってください。"
"802497e4","ハイスコア
"
"802497f0","コースクリア
"
"80249800","ナビゲータ感想
"
"80249810","１位（一人用）
"
"80249820","１位の顔表示（一人用）
"
"80249838","ハイスコア（一人用）
"
"80249850","コースクリア（一人用）
"
"80249868","ナビゲータ感想（一人用）
"
"80249884","旗獲得（一人用）
"
"80249898","記録（一人用）
"
"80249aab","---
"
"80249ab0","%d位：%dP(%d)
"
"80249cd4","dsPlay_HIO_c"
"80249ce4","JORReflexible"
"80249cf4","mDoHIO_entry_c"
"80249df8","bgm_aka_l.dsp"
"80249e08","bgm_bingo_end_l.dsp"
"80249e1c","bgm_bingo_fade_in_l.dsp"
"80249e34","bgm_bingo_l.dsp"
"80249e44","bgm_bingo_sta_l.dsp"
"80249e58","bgm_bingo_wait10s_l.dsp"
"80249e70","bgm_cape_l.dsp"
"80249e80","bgm_chika_l.dsp"
"80249e90","bgm_country_stage_l.dsp"
"80249ea8","bgm_cyatubo_l.dsp"
"80249ebc","bgm_demo_l.dsp"
"80249ecc","bgm_entry_l.dsp"
"80249edc","bgm_hawai_l.dsp"
"80249eec","bgm_introduction_l.dsp"
"80249f04","bgm_jungle_l.dsp"
"80249f18","bgm_loader_game_l.dsp"
"80249f30","bgm_lucky_stamp_end_l.dsp"
"80249f4c","bgm_lucky_stamp_extra1_l.dsp"
"80249f6c","bgm_lucky_stamp_extra2_l.dsp"
"80249f8c","bgm_lucky_stamp_l.dsp"
"80249fa4","bgm_mori_l.dsp"
"80249fb4","bgm_name_entry_l.dsp"
"80249fcc","bgm_nangoku_l.dsp"
"80249fe0","bgm_pre_opening_game_25s_l.dsp"
"8024a000","bgm_pre_opening_game_26s500ms_l.dsp"
"8024a024","bgm_pre_opening_game_26s_l.dsp"
"8024a044","bgm_pre_opening_game_28s_l.dsp"
"8024a064","bgm_pre_opening_game_29s_l.dsp"
"8024a084","bgm_quiz_time05.dsp"
"8024a098","bgm_quiz_time10_l.dsp"
"8024a0b0","bgm_quiz_time15_l.dsp"
"8024a0c8","bgm_quiz_time20.dsp"
"8024a0dc","bgm_quiz_time30.dsp"
"8024a0f0","bgm_quiz_time40.dsp"
"8024a104","bgm_rally_l.dsp"
"8024a114","bgm_result_l.dsp"
"8024a128","bgm_setuzoku_filesel_l.dsp"
"8024a144","bgm_stage1_l.dsp"
"8024a158","bgm_stuffroll_l.dsp"
"8024a16c","bgm_terasu_l.dsp"
"8024a180","bgm_test_l.dsp"
"8024a190","bgm_title.dsp"
"8024a1a0","bgm_tutrial_field_l.dsp"
"8024a1b8","bgm_water_stage_l.dsp"
"8024a1d0","bgm_wind_field_l.dsp"
"8024a1e8","se_a_next.dsp"
"8024a1f8","se_agb_balloon.dsp"
"8024a20c","se_agb_box_out_item.dsp"
"8024a224","se_agb_box_out_lupy.dsp"
"8024a23c","se_agb_cursor.dsp"
"8024a250","se_agb_cyakuchi.dsp"
"8024a264","se_agb_lupy.dsp"
"8024a274","se_agb_omake.dsp"
"8024a288","se_aka_neck_turn.dsp"
"8024a2a0","se_all_entry_end.dsp"
"8024a2b8","se_all_treasure_box_close.dsp"
"8024a2d8","se_bingo_atari_l.dsp"
"8024a2f0","se_bingo_ball_disp.dsp"
"8024a308","se_bingo_drum.dsp"
"8024a31c","se_bingo_reach.dsp"
"8024a330","se_bombevent_last5sec.dsp"
"8024a34c","se_bombevent_no_target.dsp"
"8024a368","se_bonusstamper_end.dsp"
"8024a380","se_bonusstamper_hazure.dsp"
"8024a39c","se_bonusstamper_sta.dsp"
"8024a3b4","se_buboo.dsp"
"8024a3c4","se_chin_houbi_belt_disappear.dsp"
"8024a3e8","se_chin_houbi_belt_throw.dsp"
"8024a408","se_chin_houbi_eye_close.dsp"
"8024a424","se_chin_houbi_eye_open.dsp"
"8024a440","se_chinkle_air_swim.dsp"
"8024a458","se_chinkle_cs_100.dsp"
"8024a470","se_chinkle_cs_105.dsp"
"8024a488","se_chinkle_cs_110.dsp"
"8024a4a0","se_chinkle_cs_115.dsp"
"8024a4b8","se_chinkle_cs_120.dsp"
"8024a4d0","se_chinkle_cs_50.dsp"
"8024a4e8","se_chinkle_cs_55.dsp"
"8024a500","se_chinkle_cs_60.dsp"
"8024a518","se_chinkle_cs_65.dsp"
"8024a530","se_chinkle_cs_70.dsp"
"8024a548","se_chinkle_cs_75.dsp"
"8024a560","se_chinkle_cs_80.dsp"
"8024a578","se_chinkle_cs_85.dsp"
"8024a590","se_chinkle_cs_90.dsp"
"8024a5a8","se_chinkle_cs_95.dsp"
"8024a5c0","se_chinkle_play_cancel.dsp"
"8024a5dc","se_chinkle_power_max.dsp"
"8024a5f8","se_chinkle_power_up.dsp"
"8024a610","se_cho_bonus_stamp.dsp"
"8024a628","se_cho_ghost_clear.dsp"
"8024a640","se_cho_item_charge.dsp"
"8024a658","se_cho_last1.dsp"
"8024a66c","se_cho_last2.dsp"
"8024a680","se_cho_last3.dsp"
"8024a694","se_cho_last4.dsp"
"8024a6a8","se_cho_last5.dsp"
"8024a6bc","se_cho_last6.dsp"
"8024a6d0","se_cho_lucky2.dsp"
"8024a6e4","se_cho_lucky3.dsp"
"8024a6f8","se_cho_lucky4.dsp"
"8024a70c","se_cho_lucky5.dsp"
"8024a720","se_cho_lucky6.dsp"
"8024a734","se_cho_omake.dsp"
"8024a748","se_cho_roulette_start.dsp"
"8024a764","se_cho_roulette_stop.dsp"
"8024a780","se_cho_stamper_shuffle.dsp"
"8024a79c","se_cho_switch_clear.dsp"
"8024a7b4","se_cho_u_turn.dsp"
"8024a7c8","se_cho_yatta.dsp"
"8024a7dc","se_condition_flame.dsp"
"8024a7f4","se_crown_get.dsp"
"8024a808","se_cursor.dsp"
"8024a818","se_cyatubo_clap.dsp"
"8024a82c","se_cyatubo_kamihubuki.dsp"
"8024a848","se_cyatubo_kiss.dsp"
"8024a85c","se_cyatubo_new_tubo.dsp"
"8024a874","se_dokuro_coin.dsp"
"8024a888","se_dora_anaunce.dsp"
"8024a89c","se_dora_end.dsp"
"8024a8ac","se_dora_event.dsp"
"8024a8c0","se_dora_start.dsp"
"8024a8d4","se_earthquake.dsp"
"8024a8e8","se_eventcard_disp.dsp"
"8024a900","se_eventcard_disp_important.dsp"
"8024a920","se_fairy_appear.dsp"
"8024a934","se_fairy_fanfale.dsp"
"8024a94c","se_get_flag.dsp"
"8024a95c","se_get_medal_gold.dsp"
"8024a974","se_get_medal_silver.dsp"
"8024a98c","se_hanabi_dogon.dsp"
"8024a9a0","se_hanabi_don.dsp"
"8024a9b4","se_hanabi_shu.dsp"
"8024a9c8","se_hmr_bikkuri.dsp"
"8024a9dc","se_hmr_musi.dsp"
"8024a9ec","se_hora_event.dsp"
"8024aa00","se_hora_sp_event.dsp"
"8024aa18","se_important_map_pos.dsp"
"8024aa34","se_laugh_large_l.dsp"
"8024aa4c","se_laugh_small_l.dsp"
"8024aa64","se_lucky_stamp_time_end.dsp"
"8024aa80","se_lucky_stamp_time_start.dsp"
"8024aaa0","se_lucky_star.dsp"
"8024aab4","se_lucky_star_all5.dsp"
"8024aacc","se_lupy.dsp"
"8024aad8","se_map_burn.dsp"
"8024aae8","se_map_reverse_off.dsp"
"8024ab00","se_map_reverse_on.dsp"
"8024ab18","se_medal_break.dsp"
"8024ab2c","se_medal_comlete.dsp"
"8024ab44","se_medal_lucky5.dsp"
"8024ab58","se_medal_single.dsp"
"8024ab6c","se_mn_connect_cnct.dsp"
"8024ab84","se_mn_connect_in_l.dsp"
"8024ab9c","se_mn_connect_ket_l.dsp"
"8024abb4","se_mn_connect_out_l.dsp"
"8024abcc","se_mn_course_cancel.dsp"
"8024abe4","se_mn_course_in.dsp"
"8024abf8","se_mn_course_ket_l.dsp"
"8024ac10","se_mn_course_out.dsp"
"8024ac28","se_mn_course_sel.dsp"
"8024ac40","se_mn_data_copy.dsp"
"8024ac54","se_mn_data_delete_l.dsp"
"8024ac6c","se_mn_data_in_l.dsp"
"8024ac80","se_mn_data_ket.dsp"
"8024ac94","se_mn_data_out_l.dsp"
"8024acac","se_mn_data_sel.dsp"
"8024acc0","se_mn_data_sub_ret.dsp"
"8024acd8","se_mn_data_sub_sel.dsp"
"8024acf0","se_mn_data_sub_sta_l.dsp"
"8024ad0c","se_mn_etc_cancel.dsp"
"8024ad24","se_mn_etc_complete.dsp"
"8024ad3c","se_mn_etc_ket_l.dsp"
"8024ad50","se_mn_etc_sel.dsp"
"8024ad64","se_navi_ket_aka.dsp"
"8024ad78","se_navi_ket_cyatubo.dsp"
"8024ad90","se_navi_ket_tetra.dsp"
"8024ada8","se_navi_sel_a_c.dsp"
"8024adbc","se_navi_sel_c_a.dsp"
"8024add0","se_navi_sel_c_t.dsp"
"8024ade4","se_navi_sel_t_c.dsp"
"8024adf8","se_new_map.dsp"
"8024ae08","se_newrslt_crown.dsp"
"8024ae20","se_newrslt_fairy_items.dsp"
"8024ae3c","se_newrslt_hanabi.dsp"
"8024ae54","se_newrslt_icon_down_size.dsp"
"8024ae74","se_newrslt_icon_down_size_item.dsp"
"8024ae98","se_newrslt_icon_fit.dsp"
"8024aeb0","se_newrslt_item_inc.dsp"
"8024aec8","se_newrslt_lupy_inc.dsp"
"8024aee0","se_newrslt_number_erase.dsp"
"8024aefc","se_newrslt_small_crown.dsp"
"8024af18","se_newrslt_stamp_inc.dsp"
"8024af34","se_newrslt_star_count.dsp"
"8024af50","se_newrslt_triforce_blink.dsp"
"8024af70","se_newrslt_zyan_balloon.dsp"
"8024af8c","se_newrslt_zyan_bonusstamper.dsp"
"8024afb0","se_newrslt_zyan_item.dsp"
"8024afcc","se_newrslt_zyan_rupy.dsp"
"8024afe8","se_newrslt_zyan_stamp.dsp"
"8024b004","se_newrslt_zyan_star.dsp"
"8024b020","se_newrslt_zyan_win.dsp"
"8024b038","se_nintei_fanfale_gold_l.dsp"
"8024b058","se_nintei_fanfale_l.dsp"
"8024b070","se_object_drop.dsp"
"8024b084","se_omamori_call.dsp"
"8024b098","se_omamori_talkend.dsp"
"8024b0b0","se_omamori_talkstart.dsp"
"8024b0cc","se_open_gate.dsp"
"8024b0e0","se_paper_cracker.dsp"
"8024b0f8","se_pause_off.dsp"
"8024b10c","se_pause_on.dsp"
"8024b11c","se_push_stamp_1.dsp"
"8024b130","se_push_stamp_2.dsp"
"8024b144","se_push_stamp_3.dsp"
"8024b158","se_push_stamp_4.dsp"
"8024b16c","se_push_stamp_5.dsp"
"8024b180","se_push_stamp_bns_1.dsp"
"8024b198","se_push_stamp_bns_2.dsp"
"8024b1b0","se_push_stamp_bns_3.dsp"
"8024b1c8","se_push_stamp_bns_4.dsp"
"8024b1e0","se_push_stamp_bns_5.dsp"
"8024b1f8","se_quiz_o.dsp"
"8024b208","se_quiz_x.dsp"
"8024b218","se_raimei.dsp"
"8024b228","se_rain_l.dsp"
"8024b238","se_ranking_11_15_l.dsp"
"8024b250","se_ranking_16_20_l.dsp"
"8024b268","se_ranking_1st_l.dsp"
"8024b280","se_ranking_2_5_l.dsp"
"8024b298","se_ranking_6_10_l.dsp"
"8024b2b0","se_ranking_insert.dsp"
"8024b2c8","se_ranking_lower_down.dsp"
"8024b2e4","se_ranking_lower_slide.dsp"
"8024b300","se_ranking_npc_mes_off.dsp"
"8024b31c","se_ranking_npc_mes_on.dsp"
"8024b338","se_ranking_out_l.dsp"
"8024b350","se_result_bar_up.dsp"
"8024b368","se_result_combo.dsp"
"8024b37c","se_result_fanfale_l.dsp"
"8024b394","se_result_koumoku_change.dsp"
"8024b3b4","se_result_new_record_effect.dsp"
"8024b3d4","se_result_new_record_l.dsp"
"8024b3f0","se_result_stamp_count.dsp"
"8024b40c","se_result_zyan.dsp"
"8024b420","se_roulette.dsp"
"8024b430","se_roulette_atari.dsp"
"8024b448","se_roulette_bet.dsp"
"8024b45c","se_roulette_hazure.dsp"
"8024b474","se_rulet_click.dsp"
"8024b488","se_sal_ball_throw.dsp"
"8024b4a0","se_sal_bingobox_putted_away.dsp"
"8024b4c0","se_sal_bingobox_putted_on.dsp"
"8024b4e0","se_sal_bingoend.dsp"
"8024b4f4","se_sal_bingostart.dsp"
"8024b50c","se_sal_bomb_start.dsp"
"8024b524","se_sal_plate_get.dsp"
"8024b53c","se_sal_plate_put.dsp"
"8024b554","se_screen_change_paper.dsp"
"8024b570","se_screen_change_tv.dsp"
"8024b588","se_shell_disp.dsp"
"8024b59c","se_shellfan_akajisi_l.dsp"
"8024b5b8","se_shellfan_chatubo_l.dsp"
"8024b5d4","se_shellfan_expert_l.dsp"
"8024b5f0","se_shellfan_ghost_l.dsp"
"8024b608","se_shellfan_roulette_l.dsp"
"8024b624","se_shellfan_switch_l.dsp"
"8024b640","se_sp_balloon.dsp"
"8024b654","se_sp_hammer.dsp"
"8024b668","se_sp_tubo.dsp"
"8024b678","se_stamp_appear_1.dsp"
"8024b690","se_stamp_appear_2.dsp"
"8024b6a8","se_stamp_appear_3.dsp"
"8024b6c0","se_stamp_appear_4.dsp"
"8024b6d8","se_stamp_appear_5.dsp"
"8024b6f0","se_stamp_get_l.dsp"
"8024b704","se_stamp_get_x34_l.dsp"
"8024b71c","se_stamp_get_x5_l.dsp"
"8024b734","se_stamp_turn_over.dsp"
"8024b74c","se_stamper_swap.dsp"
"8024b760","se_start_fanfale_l.dsp"
"8024b778","se_taihou.dsp"
"8024b788","se_tetora_step_big_left.dsp"
"8024b7a4","se_tetora_step_big_right.dsp"
"8024b7c4","se_tetora_step_small_left.dsp"
"8024b7e4","se_tetora_step_small_right.dsp"
"8024b804","se_tetra_clap.dsp"
"8024b818","se_tetra_cyakuchi.dsp"
"8024b830","se_tetra_knock_map.dsp"
"8024b848","se_title_start_button.dsp"
"8024b864","se_twinkle.dsp"
"8024b874","se_zoom_in.dsp"
"8024b884","se_zoom_out.dsp"
"8024b894","vc_tes/vc_tes_0001.dsp"
"8024b8ac","vc_tes/vc_tes_0004_3.dsp"
"8024b8c8","vc_tes/vc_tes_0004_4.dsp"
"8024b8e4","vc_tes/vc_tes_0005.dsp"
"8024b8fc","vc_tes/vc_tes_0006.dsp"
"8024b914","vc_tes/vc_tes_0007.dsp"
"8024b92c","vc_tes/vc_tes_0008.dsp"
"8024b944","vc_tes/vc_tes_0009.dsp"
"8024b95c","vc_tes/vc_tes_0015.dsp"
"8024b974","vc_tes/vc_tes_0016.dsp"
"8024b98c","vc_tes/vc_tes_0017_2.dsp"
"8024b9a8","vc_tes/vc_tes_0017_3.dsp"
"8024b9c4","vc_tes/vc_tes_0018.dsp"
"8024b9dc","vc_tes/vc_tes_0020_1.dsp"
"8024b9f8","vc_tes/vc_tes_0023.dsp"
"8024ba10","vc_tes/vc_tes_0023_1.dsp"
"8024ba2c","vc_tes/vc_tes_0028.dsp"
"8024ba44","vc_tes/vc_tes_0029.dsp"
"8024ba5c","vc_tes/vc_tes_0030.dsp"
"8024ba74","vc_tes/vc_tes_0030_0.dsp"
"8024ba90","vc_tes/vc_tes_0030_1.dsp"
"8024baac","vc_tes/vc_tes_0031.dsp"
"8024bac4","vc_tes/vc_tes_0031_2.dsp"
"8024bae0","vc_tes/vc_tes_0031_4.dsp"
"8024bafc","vc_tes/vc_tes_0032.dsp"
"8024bb14","vc_tes/vc_tes_0033.dsp"
"8024bb2c","vc_tes/vc_tes_0033_1.dsp"
"8024bb48","vc_tes/vc_tes_0033_2.dsp"
"8024bb64","vc_tes/vc_tes_0033_3.dsp"
"8024bb80","vc_tes/vc_tes_0033_4.dsp"
"8024bb9c","vc_tes/vc_tes_0103.dsp"
"8024bbb4","vc_tes/vc_tes_0115_1.dsp"
"8024bbd0","vc_tes/vc_tes_0115_2.dsp"
"8024bbec","vc_tes/vc_tes_0115_3.dsp"
"8024bc08","vc_tes/vc_tes_0115_4.dsp"
"8024bc24","vc_tes/vc_tes_0118.dsp"
"8024bc3c","vc_tes/vc_tes_0119.dsp"
"8024bc54","vc_tes/vc_tes_0120.dsp"
"8024bc6c","vc_tes/vc_tes_0151.dsp"
"8024bc84","vc_tes/vc_tes_0152.dsp"
"8024bc9c","vc_tes/vc_tes_0153_1.dsp"
"8024bcb8","vc_tes/vc_tes_0153_2.dsp"
"8024bcd4","vc_tes/vc_tes_0154_1.dsp"
"8024bcf0","vc_tes/vc_tes_0154_2.dsp"
"8024bd0c","vc_tes/vc_tes_0157_1.dsp"
"8024bd28","vc_tes/vc_tes_0157_2.dsp"
"8024bd44","vc_tes/vc_tes_0158_1.dsp"
"8024bd60","vc_tes/vc_tes_0158_2.dsp"
"8024bd7c","vc_tes/vc_tes_0159.dsp"
"8024bd94","vc_tes/vc_tes_0160.dsp"
"8024bdac","vc_tes/vc_tes_0161.dsp"
"8024bdc4","vc_tes/vc_tes_0162.dsp"
"8024bddc","vc_tes/vc_tes_0162_1.dsp"
"8024bdf8","vc_tes/vc_tes_0162_2.dsp"
"8024be14","vc_tes/vc_tes_0162_3.dsp"
"8024be30","vc_tes/vc_tes_0164.dsp"
"8024be48","vc_tes/vc_tes_0165.dsp"
"8024be60","vc_tes/vc_tes_0166.dsp"
"8024be78","vc_tes/vc_tes_0166_1.dsp"
"8024be94","vc_tes/vc_tes_0167.dsp"
"8024beac","vc_tes/vc_tes_0167_1.dsp"
"8024bec8","vc_tes/vc_tes_0168.dsp"
"8024bee0","vc_tes/vc_tes_0168_1.dsp"
"8024befc","vc_tes/vc_tes_0169.dsp"
"8024bf14","vc_tes/vc_tes_0169_1.dsp"
"8024bf30","vc_tes/vc_tes_0170.dsp"
"8024bf48","vc_tes/vc_tes_0170_1.dsp"
"8024bf64","vc_tes/vc_tes_0171.dsp"
"8024bf7c","vc_tes/vc_tes_0172.dsp"
"8024bf94","vc_tes/vc_tes_0173.dsp"
"8024bfac","vc_tes/vc_tes_s_1221.dsp"
"8024bfc8","vc_tes/vc_tes_s_1222.dsp"
"8024bfe4","vc_tes/vc_tes_s_1223.dsp"
"8024c000","vc_tes/vc_tes_s_1223_1.dsp"
"8024c01c","vc_tes/vc_tes_s_1224.dsp"
"8024c038","vc_cha/vc_cha_s_1221.dsp"
"8024c054","vc_cha/vc_cha_s_1222.dsp"
"8024c070","vc_cha/vc_cha_s_1223.dsp"
"8024c08c","vc_cha/vc_cha_s_1223_1.dsp"
"8024c0a8","vc_cha/vc_cha_s_1224.dsp"
"8024c0c4","vc_cha/vc_cha_s_1225.dsp"
"8024c0e0","vc_aka/vc_aka_s_1221.dsp"
"8024c0fc","vc_aka/vc_aka_s_1222.dsp"
"8024c118","vc_aka/vc_aka_s_1223.dsp"
"8024c134","vc_aka/vc_aka_s_1223_1.dsp"
"8024c150","vc_aka/vc_aka_s_1224.dsp"
"8024c16c","vc_tes/vc_tes_1000.dsp"
"8024c184","vc_tes/vc_tes_1036_1.dsp"
"8024c1a0","vc_tes/vc_tes_1036_2.dsp"
"8024c1bc","vc_tes/vc_tes_1037_1.dsp"
"8024c1d8","vc_tes/vc_tes_1037_2.dsp"
"8024c1f4","vc_tes/vc_tes_1037_3.dsp"
"8024c210","vc_tes/vc_tes_1037_4_1.dsp"
"8024c22c","vc_tes/vc_tes_1037_4_2.dsp"
"8024c248","vc_tes/vc_tes_1037_5.dsp"
"8024c264","vc_tes/vc_tes_1038.dsp"
"8024c27c","vc_tes/vc_tes_1039_1.dsp"
"8024c298","vc_tes/vc_tes_1039_2.dsp"
"8024c2b4","vc_tes/vc_tes_1039_6_1.dsp"
"8024c2d0","vc_tes/vc_tes_1039_6_2.dsp"
"8024c2ec","vc_tes/vc_tes_1039_7.dsp"
"8024c308","vc_tes/vc_tes_1040_01.dsp"
"8024c324","vc_tes/vc_tes_1040_02.dsp"
"8024c340","vc_tes/vc_tes_1040_03.dsp"
"8024c35c","vc_tes/vc_tes_1040_04.dsp"
"8024c378","vc_tes/vc_tes_1040_05.dsp"
"8024c394","vc_tes/vc_tes_1040_06.dsp"
"8024c3b0","vc_tes/vc_tes_1040_07.dsp"
"8024c3cc","vc_tes/vc_tes_1040_08.dsp"
"8024c3e8","vc_tes/vc_tes_1040_09.dsp"
"8024c404","vc_tes/vc_tes_1040_10.dsp"
"8024c420","vc_tes/vc_tes_1040_11.dsp"
"8024c43c","vc_tes/vc_tes_1040_12.dsp"
"8024c458","vc_tes/vc_tes_1040_13.dsp"
"8024c474","vc_tes/vc_tes_1040_14.dsp"
"8024c490","vc_tes/vc_tes_1040_15.dsp"
"8024c4ac","vc_tes/vc_tes_1040_16.dsp"
"8024c4c8","vc_tes/vc_tes_1040_17.dsp"
"8024c4e4","vc_tes/vc_tes_1040_18.dsp"
"8024c500","vc_tes/vc_tes_1040_19.dsp"
"8024c51c","vc_tes/vc_tes_1040_20.dsp"
"8024c538","vc_tes/vc_tes_1040_21.dsp"
"8024c554","vc_tes/vc_tes_1041_1.dsp"
"8024c570","vc_tes/vc_tes_1041_2.dsp"
"8024c58c","vc_tes/vc_tes_1042_5_1.dsp"
"8024c5a8","vc_tes/vc_tes_1042_5_2.dsp"
"8024c5c4","vc_tes/vc_tes_1050_1.dsp"
"8024c5e0","vc_tes/vc_tes_1050_2.dsp"
"8024c5fc","vc_tes/vc_tes_1050_3.dsp"
"8024c618","vc_tes/vc_tes_1051_1.dsp"
"8024c634","vc_tes/vc_tes_1051_2.dsp"
"8024c650","vc_tes/vc_tes_1051_3.dsp"
"8024c66c","vc_tes/vc_tes_1051_5_1.dsp"
"8024c688","vc_tes/vc_tes_1051_5_2.dsp"
"8024c6a4","vc_tes/vc_tes_1051_5_3.dsp"
"8024c6c0","vc_tes/vc_tes_1051_8_1.dsp"
"8024c6dc","vc_tes/vc_tes_1051_8_2.dsp"
"8024c6f8","vc_tes/vc_tes_1052_1.dsp"
"8024c714","vc_tes/vc_tes_1052_2.dsp"
"8024c730","vc_tes/vc_tes_1052_3.dsp"
"8024c74c","vc_tes/vc_tes_1053.dsp"
"8024c764","vc_tes/vc_tes_1054.dsp"
"8024c77c","vc_tes/vc_tes_1055.dsp"
"8024c794","vc_tes/vc_tes_1055_0.dsp"
"8024c7b0","vc_tes/vc_tes_1055_1.dsp"
"8024c7cc","vc_tes/vc_tes_1055_2.dsp"
"8024c7e8","vc_tes/vc_tes_1055_3.dsp"
"8024c804","vc_tes/vc_tes_1056_1.dsp"
"8024c820","vc_tes/vc_tes_1056_2.dsp"
"8024c83c","vc_tes/vc_tes_1057.dsp"
"8024c854","vc_tes/vc_tes_1064_2.dsp"
"8024c870","vc_tes/vc_tes_1066_1.dsp"
"8024c88c","vc_tes/vc_tes_1066_2.dsp"
"8024c8a8","vc_tes/vc_tes_1067.dsp"
"8024c8c0","vc_tes/vc_tes_1068.dsp"
"8024c8d8","vc_tes/vc_tes_1069_1.dsp"
"8024c8f4","vc_tes/vc_tes_1069_2.dsp"
"8024c910","vc_tes/vc_tes_1069_2k.dsp"
"8024c92c","vc_tes/vc_tes_1069_2p.dsp"
"8024c948","vc_tes/vc_tes_1069_2r.dsp"
"8024c964","vc_tes/vc_tes_1075.dsp"
"8024c97c","vc_tes/vc_tes_1076_1.dsp"
"8024c998","vc_tes/vc_tes_1076_2.dsp"
"8024c9b4","vc_tes/vc_tes_1077_1.dsp"
"8024c9d0","vc_tes/vc_tes_1077_2.dsp"
"8024c9ec","vc_tes/vc_tes_1077_3.dsp"
"8024ca08","vc_tes/vc_tes_1094.dsp"
"8024ca20","vc_tes/vc_tes_1094_2.dsp"
"8024ca3c","vc_tes/vc_tes_1094_3.dsp"
"8024ca58","vc_tes/vc_tes_1095.dsp"
"8024ca70","vc_tes/vc_tes_1096.dsp"
"8024ca88","vc_tes/vc_tes_1096_1.dsp"
"8024caa4","vc_tes/vc_tes_1097_1.dsp"
"8024cac0","vc_tes/vc_tes_1098_1.dsp"
"8024cadc","vc_tes/vc_tes_1098_2.dsp"
"8024caf8","vc_tes/vc_tes_1099_1.dsp"
"8024cb14","vc_tes/vc_tes_1099_2.dsp"
"8024cb30","vc_tes/vc_tes_1099_3.dsp"
"8024cb4c","vc_tes/vc_tes_1099_7.dsp"
"8024cb68","vc_tes/vc_tes_1099_9.dsp"
"8024cb84","vc_tes/vc_tes_1100_1.dsp"
"8024cba0","vc_tes/vc_tes_1100_2.dsp"
"8024cbbc","vc_tes/vc_tes_1100_3.dsp"
"8024cbd8","vc_tes/vc_tes_1101.dsp"
"8024cbf0","vc_tes/vc_tes_1104.dsp"
"8024cc08","vc_tes/vc_tes_1107.dsp"
"8024cc20","vc_tes/vc_tes_1108.dsp"
"8024cc38","vc_tes/vc_tes_1115.dsp"
"8024cc50","vc_tes/vc_tes_1125.dsp"
"8024cc68","vc_tes/vc_tes_1125_1.dsp"
"8024cc84","vc_tes/vc_tes_1129.dsp"
"8024cc9c","vc_tes/vc_tes_1130.dsp"
"8024ccb4","vc_tes/vc_tes_1134.dsp"
"8024cccc","vc_tes/vc_tes_1135.dsp"
"8024cce4","vc_tes/vc_tes_1135_1.dsp"
"8024cd00","vc_tes/vc_tes_1136.dsp"
"8024cd18","vc_tes/vc_tes_1137.dsp"
"8024cd30","vc_tes/vc_tes_1138.dsp"
"8024cd48","vc_tes/vc_tes_1139.dsp"
"8024cd60","vc_tes/vc_tes_1140.dsp"
"8024cd78","vc_tes/vc_tes_1141_2.dsp"
"8024cd94","vc_tes/vc_tes_1141_3.dsp"
"8024cdb0","vc_tes/vc_tes_1141_5.dsp"
"8024cdcc","vc_tes/vc_tes_1142_1.dsp"
"8024cde8","vc_tes/vc_tes_1142_2.dsp"
"8024ce04","vc_tes/vc_tes_1143_1.dsp"
"8024ce20","vc_tes/vc_tes_1143_2.dsp"
"8024ce3c","vc_tes/vc_tes_1151.dsp"
"8024ce54","vc_tes/vc_tes_1152.dsp"
"8024ce6c","vc_tes/vc_tes_1154.dsp"
"8024ce84","vc_tes/vc_tes_1154_1.dsp"
"8024cea0","vc_tes/vc_tes_1155_1.dsp"
"8024cebc","vc_tes/vc_tes_1156.dsp"
"8024ced4","vc_tes/vc_tes_1158.dsp"
"8024ceec","vc_tes/vc_tes_1159.dsp"
"8024cf04","vc_tes/vc_tes_1160.dsp"
"8024cf1c","vc_tes/vc_tes_1162_1.dsp"
"8024cf38","vc_tes/vc_tes_1173_1.dsp"
"8024cf54","vc_tes/vc_tes_1173_2.dsp"
"8024cf70","vc_tes/vc_tes_1175.dsp"
"8024cf88","vc_tes/vc_tes_1176.dsp"
"8024cfa0","vc_tes/vc_tes_1176_1.dsp"
"8024cfbc","vc_tes/vc_tes_1177_1.dsp"
"8024cfd8","vc_tes/vc_tes_1177_2.dsp"
"8024cff4","vc_tes/vc_tes_1178.dsp"
"8024d00c","vc_tes/vc_tes_1179_4.dsp"
"8024d028","vc_tes/vc_tes_1180_0.dsp"
"8024d044","vc_tes/vc_tes_1180_3.dsp"
"8024d060","vc_tes/vc_tes_1180_4.dsp"
"8024d07c","vc_tes/vc_tes_1180_5.dsp"
"8024d098","vc_tes/vc_tes_1180_6.dsp"
"8024d0b4","vc_tes/vc_tes_1180_7.dsp"
"8024d0d0","vc_tes/vc_tes_1180_8.dsp"
"8024d0ec","vc_tes/vc_tes_1180_9.dsp"
